05:21:40: ( 4 , T=P#R=O#211669182540508464 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Zach , Boss Practice Dummy , 35 , 1269233496 , Puncture ) Boss Practice Dummy suffers 35 Physical damage from Zach's Puncture. 
05:26:41: ( 3 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 52 , 861304448 , Shroud Of Agony ) Beawr's Shroud Of Agony hits Aoife for 52 Death damage. 
05:26:41: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:41: ( 9 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 0 , 1441118300 , Sanction ) Beawr's Sanction dissipates from Aoife.
05:26:41: ( 4 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 182 , 1441118300 , Sanction ) Aoife suffers 182 Life damage from Beawr's Sanction. 
05:26:43: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:43: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 161 , 497313021 , Contempt ) Beawr's Contempt heals Beawr for 161. 
05:26:43: ( 9 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 0 , 167933921 , Vex ) Beawr's Vex dissipates from Aoife.
05:26:43: ( 4 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 179 , 167933921 , Vex ) Aoife suffers 179 Death damage from Beawr's Vex. 
05:26:43: ( 3 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 52 , 861304448 , Shroud Of Agony ) Beawr's Shroud Of Agony hits Aoife for 52 Death damage. 
05:26:43: ( 9 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 0 , 993221111 , Necrosis ) Aoife's Necrosis dissipates from Beawr.
05:26:43: ( 7 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 861304448 , Shroud Of Agony ) Beawr's Shroud Of Agony fades from Beawr.
05:26:43: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 108 , 993221111 , Necrosis ) Beawr suffers 108 Death damage from Aoife's Necrosis. 
05:26:46 Combat End
05:26:47 Combat Begin
05:26:47: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:26:47: ( 12 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 0 ,  ) Aoife has died.
05:26:47: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 133 , 293562978 , Salvation ) Beawr's Salvation heals Beawr for 133. 
05:26:47: ( 6 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1626474066 , Conviction ) Beawr gains Beawr's Conviction.
05:26:47: ( 3 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 56 , 473115348 , Warlock Armor ) Aoife's Warlock Armor hits Beawr for 56 Death damage. 
05:26:47 Combat End
05:26:47: ( 3 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 810 , 449813826 , Sanction Heretic ) Beawr's Sanction Heretic hits Aoife for 810 Life damage. (294 overkill)
05:26:48: ( 1 , T=P#R=O#211669182722054905 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Hastos , Unknown , 0 , 1790356495 , Changing Role ) Hastos begins casting Changing Role.
05:26:50: ( 7 , T=P#R=O#211669182722054905 , T=P#R=O#211669182722054905 , T=X#R=X#0 , T=X#R=X#0 , Hastos , Hastos , 0 , 2123704026 , Life of the Era ) Hastos's Life of the Era fades from Hastos.
05:26:50: ( 7 , T=P#R=O#211669182722054905 , T=P#R=O#211669182722054905 , T=X#R=X#0 , T=X#R=X#0 , Hastos , Hastos , 0 , 328288355 , Wisdom of the Era ) Hastos's Wisdom of the Era fades from Hastos.
05:26:50: ( 7 , T=P#R=O#211669182722054905 , T=P#R=O#211669182510763263 , T=X#R=X#0 , T=X#R=X#0 , Hastos , Yves , 0 , 965821884 , Surging Flames ) Hastos's Surging Flames fades from Yves.
05:26:50: ( 7 , T=P#R=O#211669182722054905 , T=P#R=O#211669182510763263 , T=X#R=X#0 , T=X#R=X#0 , Hastos , Yves , 0 , 2123704026 , Life of the Era ) Hastos's Life of the Era fades from Yves.
05:26:50: ( 7 , T=P#R=O#211669182722054905 , T=P#R=O#211669182510763263 , T=X#R=X#0 , T=X#R=X#0 , Hastos , Yves , 0 , 328288355 , Wisdom of the Era ) Hastos's Wisdom of the Era fades from Yves.
05:26:51: ( 7 , T=P#R=O#211669182692130532 , T=P#R=O#211669182692130532 , T=X#R=X#0 , T=X#R=X#0 , Eryse , Eryse , 0 , 1697749612 , Motivational Roar ) Eryse's Motivational Roar fades from Eryse.
05:26:53: ( 14 , T=P#R=O#211669182724339006 , T=P#R=O#211669182724339006 , T=X#R=X#0 , T=X#R=X#0 , Thirdboss , Thirdboss , 102 , 316931269 , Falling Damage ) Thirdboss takes 102 damage from Falling Damage. 
05:26:55: ( 28 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 2338 , 1712615846 , Healing Breath ) Beawr's Healing Breath critically heals Aoife for 2338. 
05:26:57: ( 28 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 600 , 1321451206 , Doctrine of Loyalty ) Beawr's Doctrine of Loyalty critically heals Beawr for 600. (965 overheal)
05:26:57: ( 5 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 822 , 1321451206 , Doctrine of Loyalty ) Beawr's Doctrine of Loyalty heals Aoife for 822. 
05:27:00: ( 28 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1321451206 , Doctrine of Loyalty ) Beawr's Doctrine of Loyalty critically heals Beawr for 0. (1565 overheal)
05:27:00: ( 5 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 821 , 1321451206 , Doctrine of Loyalty ) Beawr's Doctrine of Loyalty heals Aoife for 821. 
05:27:01: ( 28 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1321451206 , Doctrine of Loyalty ) Beawr's Doctrine of Loyalty critically heals Beawr for 0. (1565 overheal)
05:27:01: ( 5 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 820 , 1321451206 , Doctrine of Loyalty ) Beawr's Doctrine of Loyalty heals Aoife for 820. 
05:27:01: ( 14 , T=P#R=O#211669182723348473 , T=P#R=O#211669182723348473 , T=X#R=X#0 , T=X#R=X#0 , Noiar , Noiar , 557 , 316931269 , Falling Damage ) Noiar takes 557 damage from Falling Damage. 
05:27:03: ( 5 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 583 , 1321451206 , Doctrine of Loyalty ) Beawr's Doctrine of Loyalty heals Aoife for 583. (241 overheal)
05:27:03: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1321451206 , Doctrine of Loyalty ) Beawr's Doctrine of Loyalty heals Beawr for 0. (822 overheal)
05:27:03: ( 7 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 1626474066 , Conviction ) Beawr's Conviction fades from Beawr.
05:27:49: ( 3 , T=N#R=O#9223372042227776428 , T=P#R=O#211669182669056664 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Daedaluss , 8 , 32 , attack ) Abyssal Infiltrator's attack hits Daedaluss for 8 Physical damage. 
05:27:51: ( 3 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227776428 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 28 , 126733974 , Auto Attack ) Daedaluss's Auto Attack hits Abyssal Infiltrator for 28 Physical damage. 
05:27:51: ( 6 , T=N#R=O#9223372042227776428 , T=N#R=O#9223372042227776428 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Abyssal Infiltrator , 0 , 1382508543 , Glacial Shield ) Abyssal Infiltrator gains Abyssal Infiltrator's Glacial Shield.
05:27:52: ( 5 , T=P#R=O#211669182669056664 , T=P#R=O#211669182669056664 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Daedaluss , 12 , 276598819 , Leeching Poison ) Daedaluss's Leeching Poison heals Daedaluss for 12. (55 overheal)
05:27:52: ( 3 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227776428 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 0 , 825130864 , Auto Attack ) Daedaluss's Auto Attack hits Abyssal Infiltrator for 0 Physical damage. (30 absorbed)
05:27:52: ( 3 , T=N#R=O#9223372042227776428 , T=P#R=O#211669182669056664 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Daedaluss , 4 , 1382508543 , Glacial Shield ) Abyssal Infiltrator's Glacial Shield hits Daedaluss for 4 Water damage. 
05:27:52: ( 3 , T=N#R=O#9223372042227776428 , T=P#R=O#211669182669056664 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Daedaluss , 4 , 1382508543 , Glacial Shield ) Abyssal Infiltrator's Glacial Shield hits Daedaluss for 4 Water damage. 
05:27:52: ( 7 , T=N#R=O#9223372042227776428 , T=N#R=O#9223372042227776428 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Abyssal Infiltrator , 0 , 1382508543 , Glacial Shield ) Abyssal Infiltrator's Glacial Shield fades from Abyssal Infiltrator.
05:27:52: ( 3 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227776428 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 0 , 1249752814 , Leeching Poison ) Daedaluss's Leeching Poison hits Abyssal Infiltrator for 0 Water damage. (48 absorbed)
05:27:52: ( 3 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227776428 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 5 , 2083283005 , Malicious Strike ) Daedaluss's Malicious Strike hits Abyssal Infiltrator for 5 Water damage. (82 absorbed)
05:27:52: ( 23 , T=N#R=O#9223372042227776428 , T=P#R=O#211669182669056664 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Daedaluss , 6 , 1382508543 , Glacial Shield ) Abyssal Infiltrator's Glacial Shield critically hits Daedaluss for 6 Water damage. 
05:27:52: ( 8 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227776428 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 0 , 2083283005 , Malicious Strike ) Abyssal Infiltrator is afflicted by Daedaluss's Malicious Strike.
05:27:53: ( 3 , T=N#R=O#9223372042227776428 , T=P#R=O#211669182669056664 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Daedaluss , 8 , 32 , attack ) Abyssal Infiltrator's attack hits Daedaluss for 8 Physical damage. 
05:27:53: ( 3 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227776428 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 25 , 126733974 , Auto Attack ) Daedaluss's Auto Attack hits Abyssal Infiltrator for 25 Physical damage. 
05:27:53: ( 8 , T=N#R=O#9223372041367850009 , T=N#R=O#9223372042227776428 , T=X#R=X#0 , T=X#R=X#0 , Kaito , Abyssal Infiltrator , 0 , 1545567662 , Frost Strike ) Abyssal Infiltrator is afflicted by Kaito's Frost Strike.
05:27:53: ( 3 , T=N#R=O#9223372041367850009 , T=N#R=O#9223372042227776428 , T=X#R=X#0 , T=X#R=X#0 , Kaito , Abyssal Infiltrator , 170 , 1545567662 , Frost Strike ) Kaito's Frost Strike hits Abyssal Infiltrator for 170 Water damage. 
05:27:53: ( 3 , T=N#R=O#9223372041367850009 , T=N#R=O#9223372042227776428 , T=X#R=X#0 , T=X#R=X#0 , Kaito , Abyssal Infiltrator , 10 , 1712740171 , Avatar of Fire ) Kaito's Avatar of Fire hits Abyssal Infiltrator for 10 Fire damage. 
05:27:53: ( 3 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227776428 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 123 , 528146724 , Planar Strike ) Daedaluss's Planar Strike hits Abyssal Infiltrator for 123 Physical damage. 
05:27:54: ( 27 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 842 , 1793162193 , Sacrifice Life: Mana ) Aoife's Sacrifice Life: Mana gives Aoife 842 Mana.
05:27:54: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 0. (12 overheal)
05:27:54: ( 3 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 812 , 1793162193 , Sacrifice Life: Mana ) Aoife's Sacrifice Life: Mana hits Aoife for 812 Death damage. 
05:27:54: ( 23 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227776428 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 84 , 825130864 , Auto Attack ) Daedaluss's Auto Attack critically hits Abyssal Infiltrator for 84 Physical damage. 
05:27:54: ( 3 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227776428 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 9 , 1508652891 , Serrated Blades ) Daedaluss's Serrated Blades hits Abyssal Infiltrator for 9 Physical damage. 
05:27:54: ( 11 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227776428 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 0 , 0 ,  ) Daedaluss has slain Abyssal Infiltrator!
05:27:55: ( 9 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227776428 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 0 , 2083283005 , Malicious Strike ) Daedaluss's Malicious Strike dissipates from Abyssal Infiltrator.
05:27:55: ( 9 , T=N#R=O#9223372041367850009 , T=N#R=O#9223372042227776428 , T=X#R=X#0 , T=X#R=X#0 , Kaito , Abyssal Infiltrator , 0 , 1545567662 , Frost Strike ) Kaito's Frost Strike dissipates from Abyssal Infiltrator.
05:27:55: ( 3 , T=P#R=O#211669182669056664 , T=N#R=O#9223372042227776428 , T=X#R=X#0 , T=X#R=X#0 , Daedaluss , Abyssal Infiltrator , 48 , 1143674616 , Lethal Poison ) Daedaluss's Lethal Poison hits Abyssal Infiltrator for 48 Water damage. (41 overkill)
05:27:55: ( 3 , T=N#R=O#9223372042227776428 , T=P#R=O#211669182669056664 , T=X#R=X#0 , T=X#R=X#0 , Abyssal Infiltrator , Daedaluss , 16 , 795641470 , Crushing Blow ) Abyssal Infiltrator's Crushing Blow hits Daedaluss for 16 Physical damage. 
05:27:55: ( 27 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 842 , 1793162193 , Sacrifice Life: Mana ) Aoife's Sacrifice Life: Mana gives Aoife 842 Mana.
05:27:55: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:27:55: ( 3 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 812 , 1793162193 , Sacrifice Life: Mana ) Aoife's Sacrifice Life: Mana hits Aoife for 812 Death damage. 
05:28:06: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1969688444 , Life Leech ) Aoife begins casting Life Leech.
05:28:07 Combat Begin
05:28:08: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 56 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 56. 
05:28:08: ( 8 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 0 , 1969688444 , Life Leech ) Beawr is afflicted by Aoife's Life Leech.
05:28:08: ( 3 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 144 , 1969688444 , Life Leech ) Aoife's Life Leech hits Beawr for 144 Death damage. 
05:28:08: ( 8 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 0 , 1055329214 , Dark Touch ) Beawr is afflicted by Aoife's Dark Touch.
05:28:08: ( 23 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 182 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Beawr for 182 Death damage. 
05:28:09: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
05:28:09: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:28:09: ( 28 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 306 , 497313021 , Contempt ) Beawr's Contempt critically heals Beawr for 306. 
05:28:09: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 55 , 293562978 , Salvation ) Beawr's Salvation heals Beawr for 55. 
05:28:09: ( 8 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 0 , 167933921 , Vex ) Aoife is afflicted by Beawr's Vex.
05:28:09: ( 23 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 341 , 167933921 , Vex ) Beawr's Vex critically hits Aoife for 341 Death damage. 
05:28:09: ( 3 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 56 , 473115348 , Warlock Armor ) Aoife's Warlock Armor hits Beawr for 56 Death damage. 
05:28:10: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 56 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 56. 
05:28:10: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 144 , 1969688444 , Life Leech ) Beawr suffers 144 Death damage from Aoife's Life Leech. 
05:28:10: ( 8 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 0 , 993221111 , Necrosis ) Beawr is afflicted by Aoife's Necrosis.
05:28:10: ( 6 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 861304448 , Shroud Of Agony ) Beawr gains Beawr's Shroud Of Agony.
05:28:10: ( 23 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 167 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Beawr for 167 Death damage. 
05:28:10: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 121 , 1055329214 , Dark Touch ) Beawr suffers 121 Death damage from Aoife's Dark Touch. 
05:28:12: ( 23 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 216 , 1969688444 , Life Leech ) Aoife's Life Leech critically hits Beawr for 216 Death damage. 
05:28:12: ( 23 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 167 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Beawr for 167 Death damage. 
05:28:12: ( 28 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 84 , 1969688444 , Life Leech ) Aoife's Life Leech critically heals Aoife for 84. 
05:28:12: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 12 , 473115348 , Warlock Armor ) Aoife's Warlock Armor heals Aoife for 12. 
05:28:12: ( 5 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 161 , 497313021 , Contempt ) Beawr's Contempt heals Beawr for 161. 
05:28:12: ( 28 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 457 , 1109565430 , Draining Bolt ) Aoife's Draining Bolt critically heals Aoife for 457. 
05:28:12: ( 4 , T=P#R=G#211669182502152560 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Aoife , 179 , 167933921 , Vex ) Aoife suffers 179 Death damage from Beawr's Vex. 
05:28:12: ( 7 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 861304448 , Shroud Of Agony ) Beawr's Shroud Of Agony fades from Beawr.
05:28:12: ( 6 , T=P#R=G#211669182502152560 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Beawr , Beawr , 0 , 861304448 , Shroud Of Agony ) Beawr gains Beawr's Shroud Of Agony.
05:28:12: ( 23 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 915 , 1109565430 , Draining Bolt ) Aoife's Draining Bolt critically hits Beawr for 915 Death damage. 
05:28:12: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 121 , 1055329214 , Dark Touch ) Beawr suffers 121 Death damage from Aoife's Dark Touch. 
05:28:13: ( 28 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1109565430 , Draining Bolt ) Aoife's Draining Bolt critically heals Aoife for 0. 
05:28:13: ( 3 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 554 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Beawr for 554 Death damage. 
05:28:14: ( 28 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 84 , 1969688444 , Life Leech ) Aoife's Life Leech critically heals Aoife for 84. 
05:28:14: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 58 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 58. 
05:28:14: ( 9 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Beawr.
05:28:14: ( 8 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 0 , 1969688444 , Life Leech ) Beawr is afflicted by Aoife's Life Leech.
05:28:14: ( 23 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 216 , 1969688444 , Life Leech ) Aoife's Life Leech critically hits Beawr for 216 Death damage. 
05:28:14: ( 3 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 150 , 1969688444 , Life Leech ) Aoife's Life Leech hits Beawr for 150 Death damage. 
05:28:14: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 111 , 993221111 , Necrosis ) Beawr suffers 111 Death damage from Aoife's Necrosis. 
05:28:14: ( 4 , T=P#R=C#211669182567225542 , T=P#R=G#211669182502152560 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Beawr , 121 , 1055329214 , Dark Touch ) Beawr suffers 121 Death damage from Aoife's Dark Touch. 
05:28:14: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
05:28:15: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
