19:34:31: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 602 , 1354128383 , Head Shot ) Er's Head Shot hits Elite Practice Dummy for 602 Physical damage. 
19:36:40: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (86 overheal)
19:36:40: ( 6 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 1254452783 , Earth Burst ) Kinesthetic gains Kinesthetic's Earth Burst.
19:36:40: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1055329214 , Dark Touch ) Aoife's Dark Touch dissipates from Boss Practice Dummy.
19:36:40: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:36:40: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:36:40: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1055329214 , Dark Touch ) Boss Practice Dummy is afflicted by Aoife's Dark Touch.
19:36:40: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 221 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 221 Death damage. 
19:36:40: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 280 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 280 Death damage. 
19:36:41: ( 7 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 1254452783 , Earth Burst ) Kinesthetic's Earth Burst fades from Kinesthetic.
19:36:41: ( 27 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 10 , 148138694 , Planar Blade ) Kinesthetic's Planar Blade gives Kinesthetic 10 Power.
19:36:41: ( 26 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1254452783 , Earth Burst ) Normal Practice Dummy is immune to Kinesthetic's Earth Burst.
19:36:41: ( 26 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1254452783 , Earth Burst ) Normal Practice Dummy is immune to Kinesthetic's Earth Burst.
19:36:41: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1043039619 , Enhanced Earth Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Enhanced Earth Burst.
19:36:41: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 834 , 1254452783 , Earth Burst ) Kinesthetic's Earth Burst hits Normal Practice Dummy for 834 Earth damage. 
19:36:41: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 89 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 89 Air damage. 
19:36:41: ( 26 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1254452783 , Earth Burst ) Normal Practice Dummy is immune to Kinesthetic's Earth Burst.
19:36:41: ( 27 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 10 , 148138694 , Planar Blade ) Kinesthetic's Planar Blade gives Kinesthetic 10 Power.
19:36:41: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1043039619 , Enhanced Earth Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Enhanced Earth Burst.
19:36:41: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 834 , 1254452783 , Earth Burst ) Kinesthetic's Earth Burst hits Normal Practice Dummy for 834 Earth damage. 
19:36:41: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 127 , 993221111 , Necrosis ) Boss Practice Dummy suffers 127 Death damage from Aoife's Necrosis. 
19:36:41: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1043039619 , Enhanced Earth Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Enhanced Earth Burst.
19:36:41: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 834 , 1254452783 , Earth Burst ) Kinesthetic's Earth Burst hits Normal Practice Dummy for 834 Earth damage. 
19:36:41: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 111 , 2011189188 , Auto Attack ) Kinesthetic's Auto Attack hits Normal Practice Dummy for 111 Physical damage. 
19:36:41: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 1435 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 1435 Death damage. 
19:36:41: ( 26 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1330759450 , Stonespear ) Normal Practice Dummy is immune to Kinesthetic's Stonespear.
19:36:41: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 463 , 1898699290 , Stonespear ) Kinesthetic's Stonespear hits Normal Practice Dummy for 463 Earth damage. 
19:36:41: ( 10 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1270156362 , Auto Attack ) Kinesthetic's Auto Attack misses Normal Practice Dummy.
19:36:42: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:36:42: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 91 , 1210012596 , Auto Attack ) Er's Auto Attack hits Elite Practice Dummy for 91 Physical damage. 
19:36:42: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:36:42: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:36:42: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 221 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 221 Death damage. 
19:36:42: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
19:36:42: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (86 overheal)
19:36:42: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 280 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 280 Death damage. 
19:36:42: ( 23 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 265 , 1243745316 , Barbed Shot ) Er's Barbed Shot critically hits Elite Practice Dummy for 265 Physical damage. 
19:36:43: ( 8 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 0 , 1243745316 , Barbed Shot ) Elite Practice Dummy is afflicted by Er's Barbed Shot.
19:36:43: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 83 , 1918871266 , Master Archer ) Er's Master Archer hits Elite Practice Dummy for 83 Air damage. 
19:36:43: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1545567662 , Frost Strike ) Normal Practice Dummy is afflicted by Kinesthetic's Frost Strike.
19:36:43: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 504 , 1545567662 , Frost Strike ) Kinesthetic's Frost Strike hits Normal Practice Dummy for 504 Water damage. 
19:36:43: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 115 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 115 Air damage. 
19:36:43: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 91 , 2011189188 , Auto Attack ) Kinesthetic's Auto Attack hits Normal Practice Dummy for 91 Physical damage. 
19:36:43: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 127 , 993221111 , Necrosis ) Boss Practice Dummy suffers 127 Death damage from Aoife's Necrosis. 
19:36:43: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 64 , 1740119144 , Virulent Poison ) Er's Virulent Poison hits Elite Practice Dummy for 64 Water damage. 
19:36:43: ( 7 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 301593466 , Empowered Darkness ) Aoife's Empowered Darkness fades from Aoife.
19:36:43: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 172 , 1270156362 , Auto Attack ) Kinesthetic's Auto Attack critically hits Normal Practice Dummy for 172 Physical damage. 
19:36:43: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:36:43: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 993221111 , Necrosis ) Aoife's Necrosis dissipates from Boss Practice Dummy.
19:36:44: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 993221111 , Necrosis ) Boss Practice Dummy is afflicted by Aoife's Necrosis.
19:36:44: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 127 , 993221111 , Necrosis ) Aoife's Necrosis hits Boss Practice Dummy for 127 Death damage. 
19:36:44: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (86 overheal)
19:36:44: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 221 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 221 Death damage from Aoife's Life Leech. 
19:36:44: ( 28 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 748009254 , Soul Sickness ) Kinesthetic's Soul Sickness critically heals Kinesthetic for 0. 
19:36:44: ( 27 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 10 , 148138694 , Planar Blade ) Kinesthetic's Planar Blade gives Kinesthetic 10 Power.
19:36:44: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 748009254 , Soul Sickness ) Normal Practice Dummy is afflicted by Kinesthetic's Soul Sickness.
19:36:44: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 168 , 748009254 , Soul Sickness ) Kinesthetic's Soul Sickness critically hits Normal Practice Dummy for 168 Death damage. 
19:36:44: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 115 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 115 Air damage. 
19:36:44: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 897 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 897 Death damage. 
19:36:44: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 186 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 186 Death damage from Aoife's Dark Touch. 
19:36:44: ( 23 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 138 , 1210012596 , Auto Attack ) Er's Auto Attack critically hits Elite Practice Dummy for 138 Physical damage. 
19:36:44: ( 3 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 90 , 1918871266 , Master Archer ) Er's Master Archer hits Elite Practice Dummy for 90 Air damage. 
19:36:44: ( 1 , T=P#R=O#211669182557759289 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Er , Unknown , 0 , 398304460 , Empowered Shot ) Er begins casting Empowered Shot.
19:36:45: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 172 , 2011189188 , Auto Attack ) Kinesthetic's Auto Attack critically hits Normal Practice Dummy for 172 Physical damage. 
19:36:45: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 88 , 1270156362 , Auto Attack ) Kinesthetic's Auto Attack hits Normal Practice Dummy for 88 Physical damage. 
19:36:45: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (69 overheal)
19:36:45: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
19:36:45: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
19:36:45: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 764255181 , Defile ) Boss Practice Dummy is afflicted by Aoife's Defile.
19:36:45: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 178 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 178 Death damage. 
19:36:45: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 249 , 764255181 , Defile ) Aoife's Defile hits Boss Practice Dummy for 249 Death damage. 
19:36:46: ( 6 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 450193796 , Storm Burst ) Kinesthetic gains Kinesthetic's Storm Burst.
19:36:46: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1545567662 , Frost Strike ) Kinesthetic's Frost Strike dissipates from Normal Practice Dummy.
19:36:46: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 760 , 1817878418 , Thunder Strike ) Kinesthetic's Thunder Strike critically hits Normal Practice Dummy for 760 Air damage. 
19:36:46: ( 27 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 10 , 148138694 , Planar Blade ) Kinesthetic's Planar Blade gives Kinesthetic 10 Power.
19:36:46: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 127 , 993221111 , Necrosis ) Boss Practice Dummy suffers 127 Death damage from Aoife's Necrosis. 
19:36:46: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 115 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 115 Air damage. 
19:36:46: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 186 , 1055329214 , Dark Touch ) Boss Practice Dummy suffers 186 Death damage from Aoife's Dark Touch. 
19:36:46: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
19:36:46: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 492 , 1817878418 , Thunder Strike ) Kinesthetic's Thunder Strike hits Normal Practice Dummy for 492 Air damage. 
19:36:46: ( 23 , T=P#R=O#211669182557759289 , T=N#R=O#9223372041250411519 , T=X#R=X#0 , T=X#R=X#0 , Er , Elite Practice Dummy , 447 , 398304460 , Empowered Shot ) Er's Empowered Shot critically hits Elite Practice Dummy for 447 Physical damage. 
19:36:46: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 89 , 2011189188 , Auto Attack ) Kinesthetic's Auto Attack hits Normal Practice Dummy for 89 Physical damage. 
19:36:47: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 492 , 1817878418 , Thunder Strike ) Kinesthetic's Thunder Strike hits Normal Practice Dummy for 492 Air damage. 
19:36:47: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1043039619 , Enhanced Earth Burst ) Kinesthetic's Enhanced Earth Burst dissipates from Normal Practice Dummy.
19:36:47: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 95 , 1270156362 , Auto Attack ) Kinesthetic's Auto Attack hits Normal Practice Dummy for 95 Physical damage. 
19:36:47: ( 7 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 450193796 , Storm Burst ) Kinesthetic's Storm Burst fades from Kinesthetic.
19:36:47: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1043039619 , Enhanced Earth Burst ) Kinesthetic's Enhanced Earth Burst dissipates from Normal Practice Dummy.
19:36:47: ( 28 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech critically heals Aoife for 0. (104 overheal)
19:36:47: ( 27 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 10 , 148138694 , Planar Blade ) Kinesthetic's Planar Blade gives Kinesthetic 10 Power.
19:36:47: ( 28 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 0 , 748009254 , Soul Sickness ) Kinesthetic's Soul Sickness critically heals Kinesthetic for 0. 
19:36:47: ( 9 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 1043039619 , Enhanced Earth Burst ) Kinesthetic's Enhanced Earth Burst dissipates from Normal Practice Dummy.
19:36:47: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 790486949 , Enhanced Storm Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Enhanced Storm Burst.
19:36:47: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 817 , 450193796 , Storm Burst ) Kinesthetic's Storm Burst hits Normal Practice Dummy for 817 Air damage. 
19:36:47: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 89 , 673870226 , Elemental Touch ) Kinesthetic's Elemental Touch hits Normal Practice Dummy for 89 Air damage. 
19:36:47: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 130 , 748009254 , Soul Sickness ) Kinesthetic's Soul Sickness critically hits Normal Practice Dummy for 130 Death damage. 
19:36:47: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 267 , 1969688444 , Life Leech ) Aoife's Life Leech critically hits Boss Practice Dummy for 267 Death damage. 
19:36:47: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041250411514 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 249 , 764255181 , Defile ) Boss Practice Dummy suffers 249 Death damage from Aoife's Defile. 
19:36:47: ( 27 , T=P#R=O#211669182722109483 , T=P#R=O#211669182722109483 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Kinesthetic , 10 , 148138694 , Planar Blade ) Kinesthetic's Planar Blade gives Kinesthetic 10 Power.
19:36:47: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 790486949 , Enhanced Storm Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Enhanced Storm Burst.
19:36:47: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411512 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 1225 , 450193796 , Storm Burst ) Kinesthetic's Storm Burst critically hits Normal Practice Dummy for 1225 Air damage. 
19:36:47: ( 3 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250420486 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 341 , 652532638 , Flamespear ) Kinesthetic's Flamespear hits Normal Practice Dummy for 341 Fire damage. 
19:36:47: ( 8 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 0 , 790486949 , Enhanced Storm Burst ) Normal Practice Dummy is afflicted by Kinesthetic's Enhanced Storm Burst.
19:36:47: ( 23 , T=P#R=O#211669182722109483 , T=N#R=O#9223372041250411517 , T=X#R=X#0 , T=X#R=X#0 , Kinesthetic , Normal Practice Dummy , 1225 , 450193796 , Storm Burst ) Kinesthetic's Storm Burst critically hits Normal Practice Dummy for 1225 Air damage. 
19:36:48: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1109565430 , Draining Bolt ) Aoife's Draining Bolt heals Aoife for 0. (360 overheal)
