06:48:10: ( 7 , T=P#R=O#211669182502159132 , T=P#R=O#211669182502159132 , T=X#R=X#0 , T=X#R=X#0 , Erhellen , Erhellen , 0 , 1092610256 , Temporary Rune Buff ) Erhellen's Temporary Rune Buff fades from Erhellen.
06:58:46: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 178 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 178 Death damage. 
06:58:46: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
06:58:46: ( 5 , T=P#R=O#211669182611350183 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Shananise , 439 , 1998712331 , Ironpine Melange ) Shananise's Ironpine Melange heals Shananise for 439. 
06:58:47: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 231 , 764255181 , Defile ) Boss Practice Dummy suffers 231 Death damage from Aoife's Defile. 
06:58:47: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 660 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 660 Death damage. 
06:58:47: ( 5 , T=P#R=O#211669182611350183 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Shananise , 439 , 1998712331 , Ironpine Melange ) Shananise's Ironpine Melange heals Shananise for 439. 
06:58:47: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 123 , 993221111 , Necrosis ) Boss Practice Dummy suffers 123 Death damage from Aoife's Necrosis. 
06:58:47: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
06:58:47: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 208 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 208 Death damage. 
06:58:48: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (69 overheal)
06:58:48: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
06:58:48: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
06:58:48: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 178 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 178 Death damage. 
06:58:48: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
06:58:48: ( 1 , T=P#R=O#211669182655225134 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Unknown , 0 , 1794461373 , Pillaging Stone ) Elanis begins casting Pillaging Stone.
06:58:48: ( 5 , T=P#R=O#211669182611350183 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Shananise , 439 , 1998712331 , Ironpine Melange ) Shananise's Ironpine Melange heals Shananise for 439. 
06:58:48: ( 6 , T=P#R=O#211669182636741333 , T=P#R=O#211669182636741333 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Batiatous , 0 , 911679587 , Swift Shot ) Batiatous gains Batiatous's Swift Shot.
06:58:49: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 660 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 660 Death damage. 
06:58:49: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 231 , 764255181 , Defile ) Boss Practice Dummy suffers 231 Death damage from Aoife's Defile. 
06:58:49: ( 23 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 298 , 911679587 , Swift Shot ) Batiatous's Swift Shot critically hits Elite Practice Dummy for 298 Physical damage. 
06:58:49: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 196 , 1918871266 , Master Archer ) Batiatous's Master Archer hits Elite Practice Dummy for 196 Air damage. 
06:58:49: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
06:58:49: ( 5 , T=P#R=O#211669182611350183 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Shananise , 439 , 1998712331 , Ironpine Melange ) Shananise's Ironpine Melange heals Shananise for 439. 
06:58:49: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (69 overheal)
06:58:49: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
06:58:49: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
06:58:49: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 184 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 184 Death damage. 
06:58:49: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 178 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 178 Death damage. 
06:58:49: ( 7 , T=N#R=O#9223372041367849871 , T=N#R=O#9223372041367849871 , T=X#R=X#0 , T=X#R=X#0 , Templar Delsin , Templar Delsin , 0 , 546056945 , Improved Hit and Run ) Templar Delsin's Improved Hit and Run fades from Templar Delsin.
06:58:49: ( 7 , T=N#R=O#9223372041367849870 , T=N#R=O#9223372041367849870 , T=X#R=X#0 , T=X#R=X#0 , Templar Arsbret , Templar Arsbret , 0 , 2024808981 , Heat Wave ) Templar Arsbret's Heat Wave fades from Templar Arsbret.
06:58:49: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1055329214 , Dark Touch ) Aoife's Dark Touch dissipates from Boss Practice Dummy.
06:58:49: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1055329214 , Dark Touch ) Boss Practice Dummy is afflicted by Aoife's Dark Touch.
06:58:49: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 208 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 208 Death damage. 
06:58:49: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 224 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 224 Death damage. 
06:58:49: ( 6 , T=P#R=O#211669182636741333 , T=P#R=O#211669182636741333 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Batiatous , 0 , 911679587 , Swift Shot ) Batiatous gains Batiatous's Swift Shot.
06:58:50: ( 7 , T=N#R=O#9223372041367849877 , T=N#R=O#9223372041367849877 , T=X#R=X#0 , T=X#R=X#0 , Templar Sanzo , Templar Sanzo , 0 , 1951412239 , Blade Tempo ) Templar Sanzo's Blade Tempo fades from Templar Sanzo.
06:58:50: ( 23 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 335 , 911679587 , Swift Shot ) Batiatous's Swift Shot critically hits Elite Practice Dummy for 335 Physical damage. 
06:58:50: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 234 , 1918871266 , Master Archer ) Batiatous's Master Archer hits Elite Practice Dummy for 234 Air damage. 
06:58:50: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 51 , 132851269 , Lethal Poison ) Batiatous's Lethal Poison hits Elite Practice Dummy for 51 Water damage. 
06:58:50: ( 6 , T=P#R=O#211669182718201644 , T=P#R=O#211669182718201644 , T=X#R=X#0 , T=X#R=X#0 , Tetsusaiga , Tetsusaiga , 0 , 1250691886 , Combat Pose ) Tetsusaiga gains Tetsusaiga's Combat Pose.
06:58:50: ( 5 , T=P#R=O#211669182611350183 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Shananise , 439 , 1998712331 , Ironpine Melange ) Shananise's Ironpine Melange heals Shananise for 439. 
06:58:50: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 990 , 1661668470 , Void Bolt ) Aoife's Void Bolt critically hits Boss Practice Dummy for 990 Death damage. 
06:58:50: ( 1 , T=P#R=O#211669182655225134 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Unknown , 0 , 1794461373 , Pillaging Stone ) Elanis begins casting Pillaging Stone.
06:58:51: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
06:58:51: ( 6 , T=P#R=O#211669182636741333 , T=P#R=O#211669182636741333 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Batiatous , 0 , 911679587 , Swift Shot ) Batiatous gains Batiatous's Swift Shot.
06:58:51: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 231 , 764255181 , Defile ) Boss Practice Dummy suffers 231 Death damage from Aoife's Defile. 
06:58:51: ( 23 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 335 , 911679587 , Swift Shot ) Batiatous's Swift Shot critically hits Elite Practice Dummy for 335 Physical damage. 
06:58:51: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (69 overheal)
06:58:51: ( 5 , T=P#R=O#211669182655225134 , T=P#R=O#211669182655225134 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Elanis , 0 , 598632415 , Lifegiving Veil ) Elanis's Lifegiving Veil heals Elanis for 0. (12 overheal)
06:58:51: ( 6 , T=P#R=O#211669182655225134 , T=P#R=O#211669182655225134 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Elanis , 0 , 2142435355 , Pillaging Stone ) Elanis gains Elanis's Pillaging Stone.
06:58:51: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
06:58:51: ( 8 , T=P#R=O#211669182655225134 , T=N#R=O#9223372041367849879 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Normal Practice Dummy , 0 , 1794461373 , Pillaging Stone ) Normal Practice Dummy is afflicted by Elanis's Pillaging Stone.
06:58:51: ( 3 , T=P#R=O#211669182655225134 , T=N#R=O#9223372041367849879 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Normal Practice Dummy , 257 , 1794461373 , Pillaging Stone ) Elanis's Pillaging Stone hits Normal Practice Dummy for 257 Earth damage. 
06:58:51: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
06:58:51: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
06:58:51: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 178 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 178 Death damage. 
06:58:51: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 51 , 132851269 , Lethal Poison ) Batiatous's Lethal Poison hits Elite Practice Dummy for 51 Water damage. 
06:58:51: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 123 , 993221111 , Necrosis ) Boss Practice Dummy suffers 123 Death damage from Aoife's Necrosis. 
06:58:51: ( 5 , T=P#R=O#211669182611350183 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Shananise , 439 , 1998712331 , Ironpine Melange ) Shananise's Ironpine Melange heals Shananise for 439. 
06:58:51: ( 1 , T=P#R=O#211669182636741333 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Unknown , 0 , 398304460 , Empowered Shot ) Batiatous begins casting Empowered Shot.
06:58:52: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 224 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 224 Death damage. 
06:58:52: ( 5 , T=P#R=O#211669182611350183 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Shananise , 439 , 1998712331 , Ironpine Melange ) Shananise's Ironpine Melange heals Shananise for 439. 
06:58:52: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
06:58:53: ( 1 , T=P#R=O#211669182655225134 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Unknown , 0 , 1794461373 , Pillaging Stone ) Elanis begins casting Pillaging Stone.
06:58:53: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 993221111 , Necrosis ) Aoife's Necrosis dissipates from Boss Practice Dummy.
06:58:53: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 764255181 , Defile ) Aoife's Defile dissipates from Boss Practice Dummy.
06:58:53: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (69 overheal)
06:58:53: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 993221111 , Necrosis ) Boss Practice Dummy is afflicted by Aoife's Necrosis.
06:58:53: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 197 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 197 Death damage. 
06:58:53: ( 4 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 178 , 1969688444 , Life Leech ) Boss Practice Dummy suffers 178 Death damage from Aoife's Life Leech. 
06:58:53: ( 7 , T=P#R=O#211669182636741333 , T=P#R=O#211669182636741333 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Batiatous , 0 , 911679587 , Swift Shot ) Batiatous's Swift Shot fades from Batiatous.
06:58:53: ( 5 , T=P#R=O#211669182611350183 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Shananise , 439 , 1998712331 , Ironpine Melange ) Shananise's Ironpine Melange heals Shananise for 439. 
06:58:53: ( 5 , T=P#R=O#211669182655225134 , T=P#R=O#211669182655225134 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Elanis , 0 , 598632415 , Lifegiving Veil ) Elanis's Lifegiving Veil heals Elanis for 0. (12 overheal)
06:58:53: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 655 , 1661668470 , Void Bolt ) Aoife's Void Bolt hits Boss Practice Dummy for 655 Death damage. 
06:58:53: ( 6 , T=P#R=O#211669182655225134 , T=P#R=O#211669182655225134 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Elanis , 0 , 2142435355 , Pillaging Stone ) Elanis gains Elanis's Pillaging Stone.
06:58:53: ( 7 , T=P#R=O#211669182698440998 , T=P#R=O#211669182698440998 , T=X#R=X#0 , T=X#R=X#0 , Mullenkamp , Mullenkamp , 0 , 148138694 , Planar Blade ) Mullenkamp's Planar Blade fades from Mullenkamp.
06:58:53: ( 7 , T=P#R=O#211669182698440998 , T=P#R=O#211669182698440998 , T=X#R=X#0 , T=X#R=X#0 , Mullenkamp , Mullenkamp , 0 , 351157204 , Slayer's Bearing ) Mullenkamp's Slayer's Bearing fades from Mullenkamp.
06:58:53: ( 7 , T=P#R=O#211669182698440998 , T=P#R=O#211669182698440998 , T=X#R=X#0 , T=X#R=X#0 , Mullenkamp , Mullenkamp , 0 , 862002525 , Shield of the Hero ) Mullenkamp's Shield of the Hero fades from Mullenkamp.
06:58:53: ( 7 , T=P#R=O#211669182698440998 , T=P#R=O#211669182698440998 , T=X#R=X#0 , T=X#R=X#0 , Mullenkamp , Mullenkamp , 0 , 24532745 , Aegis of Vitality ) Mullenkamp's Aegis of Vitality fades from Mullenkamp.
06:58:53: ( 7 , T=P#R=O#211669182698440998 , T=P#R=O#211669182698440998 , T=X#R=X#0 , T=X#R=X#0 , Mullenkamp , Mullenkamp , 0 , 1115947072 , Avatar of Wind ) Mullenkamp's Avatar of Wind fades from Mullenkamp.
06:58:53: ( 9 , T=P#R=O#211669182655225134 , T=N#R=O#9223372041367849879 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Normal Practice Dummy , 0 , 1794461373 , Pillaging Stone ) Elanis's Pillaging Stone dissipates from Normal Practice Dummy.
06:58:53: ( 8 , T=P#R=O#211669182655225134 , T=N#R=O#9223372041367849879 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Normal Practice Dummy , 0 , 1794461373 , Pillaging Stone ) Normal Practice Dummy is afflicted by Elanis's Pillaging Stone.
06:58:53: ( 3 , T=P#R=O#211669182655225134 , T=N#R=O#9223372041367849879 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Normal Practice Dummy , 251 , 1794461373 , Pillaging Stone ) Elanis's Pillaging Stone hits Normal Practice Dummy for 251 Earth damage. 
06:58:53: ( 6 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 301593466 , Empowered Darkness ) Aoife gains Aoife's Empowered Darkness.
06:58:53: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 335 , 398304460 , Empowered Shot ) Batiatous's Empowered Shot hits Elite Practice Dummy for 335 Physical damage. 
06:58:53: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 192 , 1918871266 , Master Archer ) Batiatous's Master Archer hits Elite Practice Dummy for 192 Air damage. 
06:58:53: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 235 , 1508417013 , Rapid Fire Shot ) Batiatous's Rapid Fire Shot hits Elite Practice Dummy for 235 Physical damage. 
06:58:54: ( 4 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 248 , 1508417013 , Rapid Fire Shot ) Elite Practice Dummy suffers 248 Physical damage from Batiatous's Rapid Fire Shot. 
06:58:54: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 224 , 1055329214 , Dark Touch ) Aoife's Dark Touch critically hits Boss Practice Dummy for 224 Death damage. 
06:58:54: ( 4 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 266 , 1508417013 , Rapid Fire Shot ) Elite Practice Dummy suffers 266 Physical damage from Batiatous's Rapid Fire Shot. 
06:58:54: ( 4 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 254 , 1508417013 , Rapid Fire Shot ) Elite Practice Dummy suffers 254 Physical damage from Batiatous's Rapid Fire Shot. 
06:58:54: ( 4 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 219 , 1508417013 , Rapid Fire Shot ) Elite Practice Dummy suffers 219 Physical damage from Batiatous's Rapid Fire Shot. 
06:58:54: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. (69 overheal)
06:58:54: ( 23 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 138 , 1210012596 , Auto Attack ) Batiatous's Auto Attack critically hits Elite Practice Dummy for 138 Physical damage. 
06:58:54: ( 9 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Aoife's Life Leech dissipates from Boss Practice Dummy.
06:58:54: ( 8 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 0 , 1969688444 , Life Leech ) Boss Practice Dummy is afflicted by Aoife's Life Leech.
06:58:54: ( 3 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 178 , 1969688444 , Life Leech ) Aoife's Life Leech hits Boss Practice Dummy for 178 Death damage. 
06:58:54: ( 5 , T=P#R=O#211669182611350183 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Shananise , 439 , 1998712331 , Ironpine Melange ) Shananise's Ironpine Melange heals Shananise for 439. 
06:58:54: ( 1 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Unknown , 0 , 1661668470 , Void Bolt ) Aoife begins casting Void Bolt.
06:58:55: ( 1 , T=P#R=O#211669182655225134 , T=X#R=X#0 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Unknown , 0 , 1794461373 , Pillaging Stone ) Elanis begins casting Pillaging Stone.
06:58:55: ( 23 , T=P#R=C#211669182567225542 , T=N#R=O#9223372041367849858 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Boss Practice Dummy , 197 , 993221111 , Necrosis ) Aoife's Necrosis critically hits Boss Practice Dummy for 197 Death damage. 
06:58:55: ( 6 , T=P#R=O#211669182636741333 , T=P#R=O#211669182636741333 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Batiatous , 0 , 911679587 , Swift Shot ) Batiatous gains Batiatous's Swift Shot.
06:58:55: ( 5 , T=P#R=O#211669182611350183 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Shananise , 281 , 1998712331 , Ironpine Melange ) Shananise's Ironpine Melange heals Shananise for 281. (158 overheal)
06:58:55: ( 7 , T=P#R=O#211669182611350183 , T=P#R=O#211669182611350183 , T=X#R=X#0 , T=X#R=X#0 , Shananise , Shananise , 0 , 1998712331 , Ironpine Melange ) Shananise's Ironpine Melange fades from Shananise.
06:58:55: ( 3 , T=P#R=O#211669182636741333 , T=N#R=O#9223372041367849859 , T=X#R=X#0 , T=X#R=X#0 , Batiatous , Elite Practice Dummy , 222 , 911679587 , Swift Shot ) Batiatous's Swift Shot hits Elite Practice Dummy for 222 Physical damage. 
06:58:55: ( 5 , T=P#R=O#211669182655225134 , T=P#R=O#211669182655225134 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Elanis , 0 , 598632415 , Lifegiving Veil ) Elanis's Lifegiving Veil heals Elanis for 0. (12 overheal)
06:58:55: ( 6 , T=P#R=O#211669182655225134 , T=P#R=O#211669182655225134 , T=X#R=X#0 , T=X#R=X#0 , Elanis , Elanis , 0 , 2142435355 , Pillaging Stone ) Elanis gains Elanis's Pillaging Stone.
06:58:55: ( 5 , T=P#R=C#211669182567225542 , T=P#R=C#211669182567225542 , T=X#R=X#0 , T=X#R=X#0 , Aoife , Aoife , 0 , 1969688444 , Life Leech ) Aoife's Life Leech heals Aoife for 0. 
